Id,SalePrice
2910,79443
2911,81474
2912,143972
2913,82682
2914,75445
2915,82901
2916,84276
2917,173893
2918,115146
2919,216911
